"name","icao","iata","coordinates","cityName","countryName","airport"
,"GMMX","RAK","31.611111 -8.0425","Marrakech","Morocco","http://fr.dbpedia.org/resource/Aéroport_de_Marrakech-Ménara"
,"GMAD","AGA","30.325 -9.413056","Agadir","Morocco","http://fr.dbpedia.org/resource/Aéroport_d'Agadir-Al_Massira"
"Hao Airport","NTTO","HOI","-18.06321 -140.956736","Hao (French Polynesia)",,"http://fr.dbpedia.org/resource/Aérodrome_de_Hao"
,"NTTO","HOI","-18.075613 -140.945406","Hao (French Polynesia)",,"http://fr.dbpedia.org/resource/Base_aérienne_185_Hao"
"Yamoussoukro Airport","DIYO","ASK","6.90317 -5.36558","Yamoussoukro",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Yamoussoukro"
"Edinburgh Airport","EGPH","EDI","55.950978 -3.372374","Edinburgh","United Kingdom","http://fr.dbpedia.org/resource/Aéroport_d'Édimbourg"
"Vancouver International Airport","CYVR","YVR","49.194157 -123.18444","British Columbia","Canada","http://fr.dbpedia.org/resource/Aéroport_international_de_Vancouver"
"Vancouver International Airport","CYVR","YVR","49.194157 -123.18444","Vancouver","Canada","http://fr.dbpedia.org/resource/Aéroport_international_de_Vancouver"
"Bora Bora Airport","NTTB","BOB","-16.442918 -151.752391","Bora Bora",,"http://fr.dbpedia.org/resource/Aéroport_de_Bora_Bora"
"Copenhagen Airport","EKCH","CPH","55.618333 12.652778","Copenhagen","Denmark","http://fr.dbpedia.org/resource/Aéroport_de_Copenhague"
"McCarran International Airport","KLAS","LAS","36.080945 -115.152125","Las Vegas",,"http://fr.dbpedia.org/resource/Aéroport_international_McCarran"
"Phoenix Sky Harbor International Airport","KPHX","PHX","33.434539 -112.011559","Phoenix, Arizona",,"http://fr.dbpedia.org/resource/Aéroport_international_Sky_Harbor_de_Phoenix"
"Brive – Souillac Airport","LFSL","BVE","45.039722222222224 1.4855555555555555","Brive-la-Gaillarde",,"http://fr.dbpedia.org/resource/Aéroport_de_Brive-Vallée_de_la_Dordogne"
"Brive – Souillac Airport","LFSL","BVE","45.039722222222224 1.4855555555555555","Souillac, Lot",,"http://fr.dbpedia.org/resource/Aéroport_de_Brive-Vallée_de_la_Dordogne"
"Denver International Airport","KDEN","DEN","39.861971 -104.673293","Denver","United States","http://fr.dbpedia.org/resource/Aéroport_international_de_Denver"
"Beirut Rafic Hariri International Airport","OLBA","BEY","33.826897 35.492835","Beirut","Lebanon","http://fr.dbpedia.org/resource/Aéroport_international_de_Beyrouth_-_Rafic_Hariri"
"Orlando International Airport","KMCO","MCO","28.430204 -81.308784","Orlando, Florida",,"http://fr.dbpedia.org/resource/Aéroport_international_d'Orlando"
"Detroit Metropolitan Wayne County Airport","KDTW","DTW","42.212754 -83.353293","Detroit",,"http://fr.dbpedia.org/resource/Aéroport_métropolitain_de_Détroit"
"London City Airport","EGLC","LCY","51.505243 0.053687","London",,"http://fr.dbpedia.org/resource/Aéroport_de_Londres_City"
,"LFRI","EDM","46.7025 -1.3816666666666666","La Roche-sur-Yon","France","http://fr.dbpedia.org/resource/Aérodrome_de_La_Roche-sur-Yon_-_Les_Ajoncs"
"Cayenne – Rochambeau Airport","SOCA","CAY","4.820199 -52.360153","Matoury",,"http://fr.dbpedia.org/resource/Aéroport_international_Félix_Éboué"
"Huahine – Fare Airport","NTTH","HUH","-16.68672 -151.019096",,,"http://fr.dbpedia.org/resource/Aérodrome_de_Huahine"
"Minneapolis−Saint Paul International Airport","KMSP","MSP","44.883668 -93.20024","Minneapolis","United States","http://fr.dbpedia.org/resource/Aéroport_international_de_Minneapolis-Saint-Paul"
,"LLBG","TLV","32.012079 34.88657","Jerusalem","Israel","http://fr.dbpedia.org/resource/Aéroport_international_de_Tel_Aviv-David_Ben_Gourion"
"Belfast International Airport","EGAA","BFS","54.657996 -6.215858","Belfast",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Belfast"
"Aurel Vlaicu International Airport","LRBS","BBU","44.496796 26.088388","Bucharest",,"http://fr.dbpedia.org/resource/Aéroport_international_Aurel-Vlaicu"
,"LFBN","NIT","46.31333333333333 -0.3944444444444445","Niort","France","http://fr.dbpedia.org/resource/Aérodrome_Niort_-_Marais_Poitevin"
"Toulon-Hyères Airport","LFTH","TLN","43.09722 6.14583","Toulon",,"http://fr.dbpedia.org/resource/Aéroport_de_Toulon-Hyères"
"Toulon-Hyères Airport","LFTH","TLN","43.09722 6.14583","Hyères",,"http://fr.dbpedia.org/resource/Aéroport_de_Toulon-Hyères"
,"LFTH","TLN","43.097344 6.146031","Toulon",,"http://fr.dbpedia.org/resource/Base_d'aéronautique_navale_d'Hyères_Le_Palyvestre"
,"LFTH","TLN","43.097344 6.146031","Hyères",,"http://fr.dbpedia.org/resource/Base_d'aéronautique_navale_d'Hyères_Le_Palyvestre"
,"LFPI","JDP","48.83305555555555 2.2730555555555556","Paris",,"http://fr.dbpedia.org/resource/Héliport_de_Paris_-_Issy-les-Moulineaux"
"Douala International Airport","FKKD","DLA","4.007768 9.71921","Douala","Cameroon","http://fr.dbpedia.org/resource/Aéroport_international_de_Douala"
"Bamako-Sénou International Airport","GABS","BKO","12.535126 -7.949553","Bamako","Mali","http://fr.dbpedia.org/resource/Aéroport_international_de_Bamako-Sénou"
"Yaoundé Nsimalen International Airport","FKYS","NSI","3.726884 11.553154","Yaoundé","Cameroon","http://fr.dbpedia.org/resource/Aéroport_international_de_Yaoundé-Nsimalen"
,"LFPZ","XZB","48.810622 2.073197","Saint-Cyr-l'École",,"http://fr.dbpedia.org/resource/Aérodrome_de_Saint-Cyr-l'École"
"Sir Gaëtan Duval Airport","FIMR","RRG","-19.757546 63.361137","Rodrigues",,"http://fr.dbpedia.org/resource/Aéroport_de_Plaine_Corail"
"Nouméa Magenta Airport","NWWM","GEA","-22.260046 166.471088","Nouméa",,"http://fr.dbpedia.org/resource/Aéroport_de_Magenta"
"Ted Stevens Anchorage International Airport","PANC","ANC","61.17495 -149.996424","Anchorage, Alaska","United States","http://fr.dbpedia.org/resource/Aéroport_international_d'Anchorage_Ted-Stevens"
"Rouen Airport","LFOP","URO","49.392094 1.183949","Rouen",,"http://fr.dbpedia.org/resource/Aéroport_Rouen_Vallée_de_Seine"
"Belgrade Nikola Tesla Airport","LYBE","BEG","44.819412 20.309","Belgrade",,"http://fr.dbpedia.org/resource/Aéroport_Nikola-Tesla_de_Belgrade"
"Niš Constantine the Great Airport","LYNI","INI","43.337883 21.853523","Niš",,"http://fr.dbpedia.org/resource/Aéroport_Constantin-le-Grand_de_Niš"
,"BKPR","PRN","42.573531 21.0359","Pristina",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Pristina"
"Leeds Bradford International Airport","EGNM","LBA","53.866321 -1.660566","Leeds",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Leeds-Bradford"
"Humberside Airport","EGNJ","HUY","53.575079 -0.350876","Grimsby",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Humberside"
"Cherbourg – Maupertus Airport","LFRC","CER","49.65083333333333 -1.4752777777777777","Cherbourg-Octeville","France","http://fr.dbpedia.org/resource/Aéroport_de_Cherbourg_-_Maupertus"
"Monastir – Habib Bourguiba International Airport","DTMB","MIR","35.758056 10.754722","Monastir, Tunisia",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Monastir_Habib-Bourguiba"
"Le Touquet – Côte d'Opale Airport","LFAT","LTQ","50.514722222222225 1.6275",,"France","http://fr.dbpedia.org/resource/Aéroport_du_Touquet-Côte-d'Opale"
"Tozeur–Nefta International Airport","DTTZ","TOE","33.940227 8.101645","Tozeur","Tunisia","http://fr.dbpedia.org/resource/Aéroport_international_de_Tozeur-Nefta"
"Tan Son Nhat International Airport","VVTS","SGN","10.818889 106.651944","Ho Chi Minh City",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Tân_Sơn_Nhất"
"Lugano Airport","LSZA","LUG","46.004474 8.91047","Lugano","Switzerland","http://fr.dbpedia.org/resource/Aéroport_international_Lugano"
"Zagreb Airport","LSZA","ZAG","45.743389 16.068277","Zagreb","Croatia","http://fr.dbpedia.org/resource/Aéroport_de_Zagreb"
"Saint John Airport","CYSJ","YSJ","45.310934 -65.887499","New Brunswick","Canada","http://fr.dbpedia.org/resource/Aéroport_de_Saint-Jean"
"Saint John Airport","CYSJ","YSJ","45.310934 -65.887499","Saint John, New Brunswick","Canada","http://fr.dbpedia.org/resource/Aéroport_de_Saint-Jean"
"N'Dolo Airport","FZAB","NLO","-4.326406 15.327526","Kinshasa","Democratic Republic of the Congo","http://fr.dbpedia.org/resource/Aéroport_de_Ndolo"
"Pulkovo Airport","ULLI","LED","59.800278 30.2625","Saint Petersburg","Russia","http://fr.dbpedia.org/resource/Aéroport_international_Pulkovo"
"Djerba–Zarzis International Airport","DTTJ","DJE","33.877969 10.776215","Houmt Souk","Tunisia","http://fr.dbpedia.org/resource/Aéroport_international_de_Djerba-Zarzis"
,"TFFR","PTP","16.264819 -61.525583","Pointe-à-Pitre",,"http://fr.dbpedia.org/resource/Aéroport_Guadeloupe_-_Pôle_Caraïbes"
"M. R. Štefánik Airport","LZIB","BTS","48.171008 17.213087","Bratislava","Slovakia","http://fr.dbpedia.org/resource/Aéroport_M._R._Štefánik"
"Bitburg Air Base","EDRB","BBJ","49.945352 6.564996",,"Germany","http://fr.dbpedia.org/resource/Bitburg_Air_Base"
"Noi Bai International Airport","VVNB","HAN","21.221701 105.807095","Hanoi","Vietnam","http://fr.dbpedia.org/resource/Aéroport_international_de_Nội_Bài"
"Cà Mau Airport","VVCM","CAH","9.178088 105.17581","Cà Mau","Vietnam","http://fr.dbpedia.org/resource/Aéroport_de_Cà_Mau"
"Da Nang International Airport","VVDN","DAD","16.043889 108.199444","Da Nang","Vietnam","http://fr.dbpedia.org/resource/Aéroport_international_de_Đà_Nẵng"
"Phu Bai International Airport","VVPB","HUI","16.40233 107.702923",,"Vietnam","http://fr.dbpedia.org/resource/Aéroport_international_de_Phú_Bài"
"Cat Bi International Airport","VVCI","HPH","20.819167 106.724722","Hai Phong","Vietnam","http://fr.dbpedia.org/resource/Aéroport_de_Cat_Bi"
"Cam Ranh International Airport","VVCR","CXR","12.227222222222222 109.19277777777778","Nha Trang",,"http://fr.dbpedia.org/resource/Aéroport_de_Cam_Ranh"
"Cam Ranh International Airport","VVCR","CXR","11.999865 109.219036","Nha Trang",,"http://fr.dbpedia.org/resource/Aéroport_de_Cam_Ranh"
"Can Tho International Airport","VVCT","VCA","10.085278 105.711944","Cần Thơ",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Cần_Thơ"
"Phu Quoc Airport","VVPQ","PQC","10.226579 103.961091",,,"http://fr.dbpedia.org/resource/Aéroport_de_Phú_Quốc"
"Phu Quoc International Airport","VVPQ","PQC","10.226579 103.961091","Phu Quoc",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Phú_Quốc"
"Pleiku Airport","VVPK","PXU","14.004444 108.017222","Pleiku",,"http://fr.dbpedia.org/resource/Aéroport_de_Pleiku"
"Vinh Airport","VVVH","VII","18.736725 105.670881","Vinh","Vietnam","http://fr.dbpedia.org/resource/Aéroport_de_Vinh"
"Buon Ma Thuot Airport","VVBM","BMV","12.668056 108.12","Buon Ma Thuot",,"http://fr.dbpedia.org/resource/Aéroport_de_Buôn_Ma_Thuôt"
"Rach Gia Airport","VVRG","VKG","9.959722 105.133889","Rach Gia","Vietnam","http://fr.dbpedia.org/resource/Aéroport_de_Rach_Gia"
"Dien Bien Phu Airport","VVDB","DIN","21.397222 103.007778",,"Vietnam","http://fr.dbpedia.org/resource/Aéroport_de_Diên_Biên_Phu"
"Phu Cat Airport","VVPC","UIH","13.955 109.042222",,,"http://fr.dbpedia.org/resource/Aéroport_de_Phù_Cát"
"Con Dao Airport","VVCS","VCS","8.7325 106.628889",,,"http://fr.dbpedia.org/resource/Aéroport_de_Côn_Đảo"
"Sfax–Thyna International Airport","DTTX","SFA","34.718056 10.691111","Sfax",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Sfax-Thyna"
,"WIII","CGK","-6.125556 106.655833","Jakarta","Indonesia","http://fr.dbpedia.org/resource/Aéroport_international_Soekarno-Hatta"
,"WRSJ","SUB","-7.379151 112.782276","Surabaya","Indonesia","http://fr.dbpedia.org/resource/Aéroport_international_Juanda"
,"WADD","DPS","-8.747202 115.167489","Denpasar","Indonesia","http://fr.dbpedia.org/resource/Aéroport_international_Ngurah_Rai"
,"WIMM","MES","3.558056 98.671667","North Sumatra","Indonesia","http://fr.dbpedia.org/resource/Aéroport_de_Medan_Polonia"
,"WIMM","MES","3.558056 98.671667","Medan","Indonesia","http://fr.dbpedia.org/resource/Aéroport_de_Medan_Polonia"
"Vung Tau Airport","VVVT","VTG","10.374446 107.096486","Vung Tau","Vietnam","http://fr.dbpedia.org/resource/Aéroport_de_Vũng_Tàu"
"Keflavík International Airport","BIKF","KEF","63.985449 -22.605314","Reykjavík","Iceland","http://fr.dbpedia.org/resource/Aéroport_international_de_Keflavík"
"Mexico City International Airport","MMMX","MEX","19.436324 -99.072218","Mexico City","Mexico","http://fr.dbpedia.org/resource/Aéroport_international_de_Mexico"
"Tabarka-Ain Draham International Airport","DTKA","TBJ","36.980289 8.876932","Tabarka","Tunisia","http://fr.dbpedia.org/resource/Aéroport_international_de_Tabarka-Aïn_Draham"
"Gafsa – Ksar International Airport","DTTF","GAF","34.423691 8.819189","Gafsa",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Gafsa-Ksar"
"Princess Juliana International Airport","TNCM","SXM","18.040906 -63.108913",,"Netherlands","http://fr.dbpedia.org/resource/Aéroport_international_Princess_Juliana"
"Aeroparque Jorge Newbery","SABE","AEP","-34.559167 -58.415556","Buenos Aires","Argentina","http://fr.dbpedia.org/resource/Aeroparque_Jorge_Newbery"
,"GOOY","DKR","14.740853 -17.490406","Dakar","Senegal","http://fr.dbpedia.org/resource/Aéroport_international_Léopold_Sédar_Senghor"
"Taiwan Taoyuan International Airport","RCTP","TPE","25.076389 121.223889","Taipei",,"http://fr.dbpedia.org/resource/Aéroport_international_Taiwan_Taoyuan"
"María Montez International Airport","MDBH","BRX","18.25291 -71.120682","Barahona (city)",,"http://fr.dbpedia.org/resource/Aéroport_international_María-Montez"
"La Romana International Airport","MDLR","LRM","18.452865 -68.911271","La Romana, La Romana","Dominican Republic","http://fr.dbpedia.org/resource/Aéroport_international_Casa_de_Campo"
"Punta Cana International Airport","MDPC","PUJ","18.567382 -68.364272","Punta Cana",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Punta_Cana"
"Gregorio Luperón International Airport","MDPP","POP","19.757899 -70.570035","Puerto Plata (city)",,"http://fr.dbpedia.org/resource/Aéroport_international_Gregorio-Luperón"
"Las Américas International Airport","MDSD","SDQ","18.429456 -69.668813","Santo Domingo","Dominican Republic","http://fr.dbpedia.org/resource/Aéroport_international_Las_Américas"
"Cibao International Airport","MDST","STI","19.40606 -70.604678","Santiago de los Caballeros","Dominican Republic","http://fr.dbpedia.org/resource/Aéroport_international_du_Cibao"
"La Isabela International Airport","MDJB","JBQ","18.572508 -69.985528","Santo Domingo","Dominican Republic","http://fr.dbpedia.org/resource/Aéroport_international_Dr._Joaquin_Balaguer"
"Herrera International Airport","MDHE","HEX","18.467662 -69.969757","Santo Domingo",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Herrera"
"El Portillo Airport","MDPO","EPS","19.321471 -69.495907","Las Terrenas",,"http://fr.dbpedia.org/resource/Aéroport_de_El_Portillo"
"Arroyo Barril International Airport","MDAB","EPS","19.198614 -69.42971","Samaná","Dominican Republic","http://fr.dbpedia.org/resource/Aéroport_international_Arroyo_Barril"
"Constanza Airport","MDCZ","COZ","18.907647 -70.720775",,"Dominican Republic","http://fr.dbpedia.org/resource/Aéroport_de_Constanza"
"Cabo Rojo Airport","MDCR","CBJ","17.928763 -71.644807","Pedernales",,"http://fr.dbpedia.org/resource/Aéroport_de_Cabo_Rojo"
"Gatineau-Ottawa Executive Airport","CYND","YND","45.519 -75.561","Gatineau",,"http://fr.dbpedia.org/resource/Aéroport_exécutif_Gatineau-Ottawa"
"Kangerlussuaq Airport","BGSF","SFJ","67.018372 -50.694265","Kangerlussuaq",,"http://fr.dbpedia.org/resource/Aéroport_de_Kangerlussuaq"
"Metz-Frescaty Air Base","LFSF","MZM","49.076466 6.133912",,,"http://fr.dbpedia.org/resource/Base_aérienne_128_Metz-Frescaty"
"Samaná El Catey International Airport","MDCY","AZS","19.270496 -69.734838","Samaná","Dominican Republic","http://fr.dbpedia.org/resource/Aéroport_international_El_Catey"
"Aberdeen Airport","EGPD","ABZ","57.202434 -2.197695","Aberdeen",,"http://fr.dbpedia.org/resource/Aéroport_d'Aberdeen"
"Glasgow International Airport","EGPF","GLA","55.872903 -4.433069","Glasgow",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Glasgow"
"Glasgow Prestwick Airport","EGPK","PIK","55.505743 -4.591084","Glasgow",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Glasgow_Prestwick"
"Inverness Airport","EGPE","INV","57.543194 -4.047518","Inverness",,"http://fr.dbpedia.org/resource/Aéroport_d'Inverness"
"Sumburgh Airport","EGPB","LSI","59.879269 -1.295571","Shetland",,"http://fr.dbpedia.org/resource/Aéroport_de_Sumburgh"
"RAF Kinloss","EGQK","FSS","57.650361 -3.560858",,,"http://fr.dbpedia.org/resource/Aéroport_de_la_Royal_Air_Force_de_Kinloss"
"Spangdahlem Air Base","ETAD","SPM","49.976148 6.697154",,"Germany","http://fr.dbpedia.org/resource/Spangdahlem_Air_Base"
"Ramstein Air Base","ETAR","RMS","49.436822 7.600179",,"Germany","http://fr.dbpedia.org/resource/Ramstein_Air_Base"
"Zenata – Messali El Hadj Airport","DAON","TLM","35.015277777777776 -1.4508333333333332","Tlemcen",,"http://fr.dbpedia.org/resource/Aéroport_de_Tlemcen_-_Zenata_-_Messali_El_Hadj"
"RAF Lakenheath","EGUL","LKZ","52.409907 0.561075",,"England","http://fr.dbpedia.org/resource/RAF_Lakenheath"
"Aviano Air Base","LIPA","AVB","46.032368 12.596512",,"Italy","http://fr.dbpedia.org/resource/Aviano_Air_Base"
"RAF Mildenhall","EGUN","MHZ","52.367988 0.47827",,"England","http://fr.dbpedia.org/resource/RAF_Mildenhall"
"Chaumont-Semoutiers Air Base","LFJA","XCW","48.093732 5.04854",,,"http://fr.dbpedia.org/resource/Chaumont-Semoutiers_Air_Base"
"Raiatea Airport","NTTR","RFP","-16.723344 -151.465781","Raiatea",,"http://fr.dbpedia.org/resource/Aéroport_de_Raiatea"
"Rangiroa Airport","NTTG","RGI","-14.954902 -147.659125","Rangiroa",,"http://fr.dbpedia.org/resource/Aéroport_de_Rangiroa"
,"LFPC","CSF","49.253437 2.519131",,,"http://fr.dbpedia.org/resource/Base_aérienne_110_Creil"
"Istres-Le Tubé Air Base","LFMI","QIE","43.52285 4.923506",,,"http://fr.dbpedia.org/resource/Base_aérienne_125_Istres-Le_Tubé"
,"KTCM","TCM","47.137775 -122.476573",,,"http://fr.dbpedia.org/resource/McChord_Air_Force_Base"
"Kaohsiung International Airport","RCKH","KHH","22.577718 120.350161","Kaohsiung",,"http://fr.dbpedia.org/resource/Aéroport_international_de_Kaohsiung"
"Tainan Airport","RCNN","TNN","22.95128 120.205407","Tainan",,"http://fr.dbpedia.org/resource/Aéroport_de_Tainan"
"Taipei Songshan Airport","RCSS","TSA","25.069701 121.551747","Taipei",,"http://fr.dbpedia.org/resource/Aéroport_de_Taipei_Songshan"
"Hualien Airport","RCYU","HUN","24.026161 121.61818","Hualien City",,"http://fr.dbpedia.org/resource/Aéroport_de_Hualien"
"Whiteman Air Force Base","KSZL","SZL","38.730351 -93.547983",,,"http://fr.dbpedia.org/resource/Whiteman_Air_Force_Base"
